deliverable_id,discipline,project_phase,planned_value_usd,earned_value_usd,actual_cost_usd,completion_pct,planned_duration_days,actual_duration_days
DEL-12162,Mechanical Equipment,Construction & Erection,6502.48,2323.96,2656.79,35.7,15,13
DEL-12163,Civil & Structural,Procurement & Fabrication,2401.18,1495.64,1431.2,62.3,65,71
DEL-12164,Electrical,Construction & Erection,11502.08,10184.82,11706.49,88.5,112,126
DEL-12165,Civil & Structural,Construction & Erection,31896.84,27347.33,32082.34,85.7,52,59
DEL-12166,Instrumentation & Control,Construction & Erection,2468.57,484.95,492.66,19.6,57,72
DEL-12167,Mechanical Equipment,Engineering & Design,7535.39,4365.68,3633.74,57.9,69,68
DEL-12168,Piping & Layout,Construction & Erection,2747.94,620.65,626.12,22.6,71,74
DEL-12169,Mechanical Equipment,Construction & Erection,11302.32,8649.67,8868.65,76.5,67,60
DEL-12170,Piping & Layout,Construction & Erection,1786.11,702.27,600.53,39.3,114,126
DEL-12171,Mechanical Equipment,Procurement & Fabrication,7218.98,3161.55,3462.07,43.8,47,42
DEL-12172,Piping & Layout,Construction & Erection,2444.53,1862.43,2015.1,76.2,94,89
DEL-12173,Piping & Layout,Construction & Erection,4164.75,303.78,336.21,7.3,76,96
DEL-12174,Instrumentation & Control,Engineering & Design,2154.21,909.58,984.02,42.2,116,126
DEL-12175,Piping & Layout,Procurement & Fabrication,9488.92,2454.56,2821.45,25.9,25,34
DEL-12176,Electrical,Construction & Erection,2515.98,1011.57,1024.82,40.2,86,111
DEL-12177,Piping & Layout,Engineering & Design,7643.2,5559.57,5950.23,72.7,66,73
DEL-12178,Mechanical Equipment,Pre-Commissioning,3732.08,3024.31,2964.85,81.0,15,17
DEL-12179,Mechanical Equipment,Construction & Erection,4484.68,4056.5,3863.1,90.5,28,28
DEL-12180,Civil & Structural,Construction & Erection,5531.45,3587.79,4451.51,64.9,108,137
DEL-12181,Piping & Layout,Engineering & Design,2671.89,1931.9,1416.92,72.3,99,112
DEL-12182,Piping & Layout,Engineering & Design,5815.57,2304.56,2699.82,39.6,35,43
DEL-12183,Piping & Layout,Pre-Commissioning,16718.44,1079.66,1022.35,6.5,48,45
DEL-12184,Piping & Layout,Engineering & Design,2637.33,1436.96,1332.77,54.5,116,91
DEL-12185,Mechanical Equipment,Construction & Erection,12549.65,7529.23,8125.83,60.0,104,121
DEL-12186,Instrumentation & Control,Procurement & Fabrication,16292.79,7906.36,6456.01,48.5,119,143
DEL-12187,Instrumentation & Control,Engineering & Design,2558.24,1710.22,1569.29,66.9,28,30
DEL-12188,Electrical,Engineering & Design,1534.49,875.98,799.44,57.1,54,63
DEL-12189,Electrical,Procurement & Fabrication,6257.7,2538.49,2555.73,40.6,49,44
DEL-12190,Mechanical Equipment,Pre-Commissioning,3171.86,2137.53,1965.2,67.4,56,70
DEL-12191,Piping & Layout,Procurement & Fabrication,21914.03,16525.78,21155.77,75.4,96,124
DEL-12192,Instrumentation & Control,Procurement & Fabrication,5053.55,3761.62,4926.04,74.4,34,43
DEL-12193,Mechanical Equipment,Procurement & Fabrication,2586.96,1664.84,1226.49,64.4,74,80
DEL-12194,Mechanical Equipment,Procurement & Fabrication,1963.08,1321.94,1482.76,67.3,23,30
DEL-12195,Piping & Layout,Procurement & Fabrication,11753.71,2899.68,3389.14,24.7,119,99
DEL-12196,Civil & Structural,Construction & Erection,3112.1,1807.89,2027.46,58.1,47,55
DEL-12197,Civil & Structural,Procurement & Fabrication,5090.15,3957.17,3724.81,77.7,63,76
DEL-12198,Instrumentation & Control,Procurement & Fabrication,10558.03,4029.95,4043.59,38.2,82,95
DEL-12199,Civil & Structural,Engineering & Design,3336.22,2746.09,2547.71,82.3,18,16
DEL-12200,Civil & Structural,Pre-Commissioning,4737.46,2161.75,2111.95,45.6,62,69
DEL-12201,Instrumentation & Control,Engineering & Design,4850.05,4678.37,4016.41,96.5,30,30
DEL-12202,Piping & Layout,Engineering & Design,8490.13,3284.67,3359.5,38.7,61,41
DEL-12203,Civil & Structural,Construction & Erection,7884.04,2712.2,2209.3,34.4,40,33
DEL-12204,Piping & Layout,Construction & Erection,4121.24,3540.6,3575.93,85.9,84,109
DEL-12205,Electrical,Procurement & Fabrication,5171.51,2312.92,1972.26,44.7,51,50
DEL-12206,Instrumentation & Control,Procurement & Fabrication,3650.34,3275.79,3508.45,89.7,36,46
DEL-12207,Piping & Layout,Construction & Erection,1507.05,1050.93,985.87,69.7,117,151
DEL-12208,Instrumentation & Control,Engineering & Design,6039.53,5047.45,5469.35,83.6,21,25
DEL-12209,Piping & Layout,Construction & Erection,22331.5,9896.68,11898.16,44.3,56,52
DEL-12210,Instrumentation & Control,Construction & Erection,2423.64,1542.87,1972.44,63.7,44,55
DEL-12211,Electrical,Procurement & Fabrication,2648.04,1581.7,1107.19,59.7,88,97
DEL-12212,Electrical,Procurement & Fabrication,2448.96,1929.48,1765.23,78.8,93,99
DEL-12213,Piping & Layout,Engineering & Design,8775.1,1019.07,1013.5,11.6,20,18
DEL-12214,Instrumentation & Control,Construction & Erection,7035.95,5864.29,6503.79,83.3,38,36
DEL-12215,Electrical,Procurement & Fabrication,4329.34,2502.54,1983.13,57.8,80,70
DEL-12216,Piping & Layout,Procurement & Fabrication,2358.04,1707.49,1524.25,72.4,54,68
DEL-12217,Electrical,Construction & Erection,5291.73,2766.72,2931.49,52.3,29,40
DEL-12218,Piping & Layout,Pre-Commissioning,1405.72,1216.03,1280.16,86.5,67,83
DEL-12219,Instrumentation & Control,Procurement & Fabrication,5512.32,1224.46,1342.8,22.2,99,109
DEL-12220,Piping & Layout,Pre-Commissioning,9869.65,7226.54,7996.54,73.2,96,96
DEL-12221,Electrical,Procurement & Fabrication,1806.31,1693.47,1847.22,93.8,19,22
DEL-12222,Civil & Structural,Engineering & Design,1442.29,415.96,444.68,28.8,103,101
DEL-12223,Piping & Layout,Engineering & Design,17388.26,1844.86,1934.08,10.6,50,53
DEL-12224,Piping & Layout,Procurement & Fabrication,3012.7,2667.07,3039.7,88.5,88,79
DEL-12225,Piping & Layout,Engineering & Design,12194.72,10017.54,7053.36,82.1,60,71
DEL-12226,Civil & Structural,Engineering & Design,4345.09,2011.2,2557.54,46.3,37,44
DEL-12227,Piping & Layout,Pre-Commissioning,4317.52,2452.77,1739.82,56.8,102,127
DEL-12228,Mechanical Equipment,Construction & Erection,6979.48,5064.78,4447.51,72.6,59,69
DEL-12229,Piping & Layout,Construction & Erection,2423.09,2019.21,2031.3,83.3,24,28
DEL-12230,Piping & Layout,Engineering & Design,5464.34,3855.53,4398.74,70.6,68,58
DEL-12231,Electrical,Engineering & Design,3622.1,1181.07,826.75,32.6,84,71
DEL-12232,Piping & Layout,Engineering & Design,1708.9,532.41,551.46,31.2,91,102
DEL-12233,Instrumentation & Control,Construction & Erection,6438.08,5465.13,6333.32,84.9,99,127
DEL-12234,Instrumentation & Control,Pre-Commissioning,3981.26,789.48,938.83,19.8,46,46
DEL-12235,Mechanical Equipment,Procurement & Fabrication,4334.58,3464.54,3240.73,79.9,57,60
DEL-12236,Mechanical Equipment,Engineering & Design,1866.6,816.9,812.72,43.8,29,31
DEL-12237,Instrumentation & Control,Procurement & Fabrication,17555.46,1497.71,1419.2,8.5,80,55
DEL-12238,Piping & Layout,Procurement & Fabrication,9910.71,7202.32,7066.19,72.7,29,32
DEL-12239,Piping & Layout,Procurement & Fabrication,10628.82,6158.71,5451.85,57.9,95,90
DEL-12240,Piping & Layout,Construction & Erection,3849.29,2365.3,2144.41,61.4,34,40
DEL-12241,Electrical,Construction & Erection,1232.32,525.44,580.7,42.6,64,67
DEL-12242,Piping & Layout,Engineering & Design,23443.16,22449.3,23790.48,95.8,20,20
DEL-12243,Mechanical Equipment,Engineering & Design,4680.32,2700.95,3008.15,57.7,93,96
DEL-12244,Instrumentation & Control,Pre-Commissioning,2699.87,1431.74,1534.97,53.0,31,31
DEL-12245,Instrumentation & Control,Engineering & Design,6859.85,3615.49,4142.08,52.7,40,32
DEL-12246,Civil & Structural,Engineering & Design,12502.66,3782.17,4431.69,30.3,36,45
DEL-12247,Piping & Layout,Engineering & Design,4824.97,3320.98,2586.19,68.8,87,81
DEL-12248,Electrical,Engineering & Design,13668.65,6321.79,5764.55,46.3,78,75
DEL-12249,Mechanical Equipment,Procurement & Fabrication,11688.96,341.97,343.78,2.9,90,97
DEL-12250,Piping & Layout,Construction & Erection,2077.45,746.47,773.79,35.9,100,84
DEL-12251,Piping & Layout,Procurement & Fabrication,2866.85,2395.37,2250.42,83.6,72,69
DEL-12252,Instrumentation & Control,Procurement & Fabrication,10572.69,8215.78,9668.35,77.7,101,146
DEL-12253,Mechanical Equipment,Construction & Erection,561.11,192.77,257.73,34.4,51,57
DEL-12254,Electrical,Procurement & Fabrication,4360.91,3596.51,3840.8,82.5,92,82
DEL-12255,Instrumentation & Control,Construction & Erection,1564.52,1361.15,1432.82,87.0,102,66
DEL-12256,Mechanical Equipment,Construction & Erection,3356.85,3057.69,3569.6,91.1,86,108
DEL-12257,Civil & Structural,Engineering & Design,3869.75,3223.93,2450.59,83.3,104,89
DEL-12258,Civil & Structural,Construction & Erection,3690.08,1869.03,1951.77,50.6,110,105
DEL-12259,Piping & Layout,Procurement & Fabrication,3159.57,2265.97,2689.38,71.7,42,41
DEL-12260,Civil & Structural,Pre-Commissioning,2043.23,1357.75,1281.08,66.5,110,97
DEL-12261,Electrical,Procurement & Fabrication,30746.43,27857.38,23846.36,90.6,100,104
DEL-12262,Mechanical Equipment,Pre-Commissioning,21894.04,14485.16,14660.85,66.2,63,60
DEL-12263,Instrumentation & Control,Construction & Erection,1939.81,492.16,507.37,25.4,87,103
DEL-12264,Civil & Structural,Engineering & Design,17425.56,2122.59,1918.19,12.2,81,88
DEL-12265,Mechanical Equipment,Procurement & Fabrication,3570.38,2872.73,3890.89,80.5,103,139
DEL-12266,Mechanical Equipment,Pre-Commissioning,5449.89,2908.18,2815.68,53.4,117,158
DEL-12267,Mechanical Equipment,Construction & Erection,4672.18,3127.33,2711.24,66.9,90,78
DEL-12268,Electrical,Engineering & Design,2899.23,898.1,921.41,31.0,107,106
DEL-12269,Piping & Layout,Construction & Erection,10797.63,1266.86,1490.05,11.7,81,121
DEL-12270,Civil & Structural,Procurement & Fabrication,5435.51,3825.78,3988.8,70.4,55,46
DEL-12271,Piping & Layout,Engineering & Design,3356.85,2960.03,3294.04,88.2,60,73
DEL-12272,Civil & Structural,Procurement & Fabrication,1730.78,999.35,908.69,57.7,101,118
DEL-12273,Civil & Structural,Engineering & Design,2404.56,1752.78,2214.03,72.9,101,90
DEL-12274,Mechanical Equipment,Construction & Erection,1321.99,704.5,792.04,53.3,69,62
DEL-12275,Instrumentation & Control,Procurement & Fabrication,4963.07,4101.14,4909.71,82.6,96,137
DEL-12276,Mechanical Equipment,Construction & Erection,1886.86,1440.77,1577.32,76.4,25,36
DEL-12277,Electrical,Engineering & Design,3974.09,3224.52,3752.48,81.1,114,131
DEL-12278,Civil & Structural,Procurement & Fabrication,14707.04,9405.52,8550.01,64.0,40,31
DEL-12279,Mechanical Equipment,Engineering & Design,12828.69,5187.39,5012.52,40.4,86,113
DEL-12280,Piping & Layout,Engineering & Design,4789.49,2765.86,3435.12,57.7,106,83
DEL-12281,Piping & Layout,Engineering & Design,4584.02,3456.35,4403.25,75.4,96,115
DEL-12282,Civil & Structural,Engineering & Design,22112.53,13748.82,11933.15,62.2,27,20
DEL-12283,Civil & Structural,Construction & Erection,7454.74,3044.04,3279.84,40.8,50,53
DEL-12284,Piping & Layout,Engineering & Design,3781.04,2686.1,2619.91,71.0,118,146
DEL-12285,Piping & Layout,Procurement & Fabrication,1570.56,660.01,617.4,42.0,78,39
DEL-12286,Piping & Layout,Procurement & Fabrication,6735.17,3024.15,3274.33,44.9,65,62
DEL-12287,Instrumentation & Control,Construction & Erection,9542.01,7807.01,9455.42,81.8,90,98
DEL-12288,Piping & Layout,Pre-Commissioning,2965.14,2667.28,2954.68,90.0,36,36
DEL-12289,Civil & Structural,Procurement & Fabrication,6204.08,1937.09,1921.73,31.2,74,69
DEL-12290,Piping & Layout,Procurement & Fabrication,3674.39,2818.7,3149.13,76.7,16,17
DEL-12291,Mechanical Equipment,Engineering & Design,4241.93,1765.66,1740.95,41.6,70,89
DEL-12292,Piping & Layout,Pre-Commissioning,671.65,365.24,402.42,54.4,54,72
DEL-12293,Piping & Layout,Engineering & Design,4115.74,504.53,630.39,12.3,42,50
DEL-12294,Civil & Structural,Engineering & Design,10673.25,9510.03,6927.35,89.1,91,125
DEL-12295,Piping & Layout,Engineering & Design,2965.73,2779.33,3222.87,93.7,111,106
DEL-12296,Piping & Layout,Procurement & Fabrication,5125.69,4741.79,3836.78,92.5,17,20
DEL-12297,Piping & Layout,Engineering & Design,2684.47,2166.67,2652.55,80.7,77,66
DEL-12298,Piping & Layout,Construction & Erection,6557.43,2710.26,2559.7,41.3,112,184
DEL-12299,Piping & Layout,Engineering & Design,4133.09,2300.1,1971.99,55.7,37,40
DEL-12300,Piping & Layout,Construction & Erection,2318.34,703.38,804.87,30.3,69,84
DEL-12301,Electrical,Engineering & Design,14271.8,11427.63,12508.98,80.1,46,33
DEL-12302,Mechanical Equipment,Engineering & Design,10333.49,6733.41,5993.55,65.2,98,119
DEL-12303,Civil & Structural,Pre-Commissioning,3029.26,1872.2,1595.21,61.8,42,45
DEL-12304,Piping & Layout,Engineering & Design,7319.01,5094.86,5155.38,69.6,22,25
DEL-12305,Instrumentation & Control,Construction & Erection,7554.73,3112.6,2674.93,41.2,17,18
DEL-12306,Civil & Structural,Procurement & Fabrication,8216.02,3616.02,3184.91,44.0,108,112
DEL-12307,Piping & Layout,Engineering & Design,1267.24,451.44,477.32,35.6,103,103
DEL-12308,Mechanical Equipment,Pre-Commissioning,10995.98,5955.09,5330.52,54.2,67,70
DEL-12309,Piping & Layout,Engineering & Design,3115.8,1497.0,1652.66,48.0,108,146
DEL-12310,Piping & Layout,Construction & Erection,3691.31,1671.76,2112.31,45.3,43,42
DEL-12311,Civil & Structural,Engineering & Design,40550.58,30991.53,31540.6,76.4,108,163
DEL-12312,Instrumentation & Control,Construction & Erection,6257.27,5515.47,5843.76,88.1,112,120
DEL-12313,Civil & Structural,Engineering & Design,3608.12,3117.08,4185.35,86.4,103,138
DEL-12314,Electrical,Procurement & Fabrication,841.99,630.61,543.5,74.9,95,122
DEL-12315,Instrumentation & Control,Construction & Erection,14940.21,7554.16,9206.14,50.6,73,55
DEL-12316,Piping & Layout,Pre-Commissioning,1675.44,1156.56,1388.6,69.0,38,30
DEL-12317,Piping & Layout,Pre-Commissioning,2202.28,866.57,1012.28,39.3,52,48
DEL-12318,Civil & Structural,Construction & Erection,3770.33,3390.11,4182.59,89.9,42,32
DEL-12319,Civil & Structural,Construction & Erection,15262.12,8301.55,8983.0,54.4,111,108
DEL-12320,Civil & Structural,Engineering & Design,9123.35,7828.35,7456.98,85.8,76,81
DEL-12321,Instrumentation & Control,Engineering & Design,4331.76,3248.95,3912.34,75.0,114,136
DEL-12322,Electrical,Engineering & Design,6289.48,3578.24,4329.41,56.9,65,71
DEL-12323,Mechanical Equipment,Procurement & Fabrication,3040.24,2026.42,2443.45,66.7,21,22
DEL-12324,Piping & Layout,Procurement & Fabrication,5495.71,4899.4,5128.08,89.1,37,47
DEL-12325,Electrical,Procurement & Fabrication,5211.74,2109.59,1967.34,40.5,60,74
DEL-12326,Instrumentation & Control,Engineering & Design,10668.13,5409.99,5781.68,50.7,104,150
DEL-12327,Electrical,Construction & Erection,10654.55,3087.44,3647.3,29.0,92,101
DEL-12328,Piping & Layout,Engineering & Design,7296.73,6376.01,7610.74,87.4,42,24
DEL-12329,Mechanical Equipment,Procurement & Fabrication,3677.99,1632.49,1592.58,44.4,38,44
DEL-12330,Piping & Layout,Procurement & Fabrication,8896.9,8201.82,8917.89,92.2,21,32
DEL-12331,Piping & Layout,Construction & Erection,4566.15,4246.99,3583.12,93.0,114,144
DEL-12332,Piping & Layout,Construction & Erection,2068.27,753.02,894.4,36.4,117,153
DEL-12333,Mechanical Equipment,Construction & Erection,3559.48,1357.79,1252.57,38.1,93,100
DEL-12334,Mechanical Equipment,Engineering & Design,5258.61,4447.2,5148.92,84.6,63,78
DEL-12335,Piping & Layout,Procurement & Fabrication,10179.92,6557.61,5689.41,64.4,17,22
DEL-12336,Civil & Structural,Engineering & Design,4243.64,175.95,210.21,4.1,16,16
DEL-12337,Civil & Structural,Procurement & Fabrication,1868.03,1026.85,1117.5,55.0,21,20
DEL-12338,Civil & Structural,Procurement & Fabrication,5143.01,2907.45,2682.99,56.5,94,108
DEL-12339,Piping & Layout,Engineering & Design,5381.73,4197.83,4801.07,78.0,35,44
DEL-12340,Civil & Structural,Engineering & Design,5702.56,1642.24,1562.5,28.8,23,12
DEL-12341,Electrical,Pre-Commissioning,10258.86,9993.39,11516.71,97.4,26,27
DEL-12342,Piping & Layout,Pre-Commissioning,11104.87,8701.2,8691.48,78.4,107,72
DEL-12343,Piping & Layout,Procurement & Fabrication,3055.29,1746.76,1365.69,57.2,38,39
DEL-12344,Civil & Structural,Engineering & Design,3002.15,2882.23,2572.79,96.0,47,66
DEL-12345,Instrumentation & Control,Engineering & Design,2138.46,1556.65,1518.41,72.8,92,86
DEL-12346,Mechanical Equipment,Procurement & Fabrication,8596.0,3615.79,4502.49,42.1,57,57
DEL-12347,Mechanical Equipment,Pre-Commissioning,15662.99,14314.24,16821.68,91.4,96,114
DEL-12348,Civil & Structural,Engineering & Design,3819.73,3618.38,4644.48,94.7,19,24
DEL-12349,Mechanical Equipment,Construction & Erection,4051.55,1461.32,1882.25,36.1,93,116
DEL-12350,Piping & Layout,Engineering & Design,15889.69,11972.86,11491.4,75.3,85,91
DEL-12351,Mechanical Equipment,Pre-Commissioning,7364.65,5834.64,5903.06,79.2,103,121
DEL-12352,Instrumentation & Control,Procurement & Fabrication,6967.34,3789.22,3707.03,54.4,28,33
DEL-12353,Mechanical Equipment,Construction & Erection,1895.55,292.73,274.95,15.4,118,108
DEL-12354,Instrumentation & Control,Procurement & Fabrication,8458.97,4756.84,3633.16,56.2,50,35
DEL-12355,Electrical,Construction & Erection,2337.16,1427.37,1481.31,61.1,49,43
DEL-12356,Piping & Layout,Engineering & Design,1983.83,1552.41,1315.15,78.3,64,86
DEL-12357,Instrumentation & Control,Engineering & Design,3724.11,1242.9,1286.25,33.4,102,153
DEL-12358,Piping & Layout,Pre-Commissioning,3075.94,1216.32,1650.99,39.5,93,97
DEL-12359,Civil & Structural,Pre-Commissioning,4116.34,644.35,620.89,15.7,25,34
DEL-12360,Piping & Layout,Construction & Erection,1551.87,1133.74,1212.21,73.1,38,38
DEL-12361,Piping & Layout,Construction & Erection,10583.52,9013.29,10599.61,85.2,89,101
DEL-12362,Civil & Structural,Construction & Erection,12114.39,8558.8,9261.0,70.6,58,54
DEL-12363,Piping & Layout,Engineering & Design,1034.97,193.32,209.54,18.7,65,82
DEL-12364,Civil & Structural,Procurement & Fabrication,10751.13,3686.23,3633.29,34.3,31,29
DEL-12365,Mechanical Equipment,Procurement & Fabrication,2569.78,1373.67,1380.84,53.5,84,74
DEL-12366,Piping & Layout,Construction & Erection,9755.44,8070.05,7230.75,82.7,99,106
DEL-12367,Piping & Layout,Procurement & Fabrication,4652.89,4516.06,5269.82,97.1,22,27
DEL-12368,Mechanical Equipment,Engineering & Design,5029.22,1606.81,1251.34,31.9,93,102
DEL-12369,Piping & Layout,Construction & Erection,4238.32,2828.12,3353.19,66.7,110,106
DEL-12370,Electrical,Construction & Erection,12961.04,9772.57,8105.81,75.4,88,77
DEL-12371,Mechanical Equipment,Procurement & Fabrication,1823.17,336.47,398.51,18.5,42,30
DEL-12372,Electrical,Engineering & Design,7992.61,2487.42,2454.9,31.1,93,90
DEL-12373,Mechanical Equipment,Engineering & Design,11861.63,10495.56,8976.01,88.5,26,27
DEL-12374,Civil & Structural,Engineering & Design,8717.36,1015.58,1144.45,11.7,57,67
DEL-12375,Mechanical Equipment,Engineering & Design,31563.58,6519.92,7689.05,20.7,96,79
DEL-12376,Piping & Layout,Construction & Erection,3219.05,3018.03,2940.43,93.8,51,61
DEL-12377,Piping & Layout,Construction & Erection,10570.73,6344.21,7283.73,60.0,102,96
DEL-12378,Electrical,Construction & Erection,4514.85,1102.07,771.45,24.4,77,74
DEL-12379,Civil & Structural,Procurement & Fabrication,13183.55,5424.56,4566.99,41.1,115,151
DEL-12380,Electrical,Construction & Erection,4884.63,3251.26,4011.6,66.6,107,60
DEL-12381,Electrical,Engineering & Design,3603.64,2795.69,2813.72,77.6,77,63
DEL-12382,Instrumentation & Control,Procurement & Fabrication,13972.66,11734.08,8925.74,84.0,24,26
DEL-12383,Instrumentation & Control,Construction & Erection,3316.78,794.91,743.38,24.0,92,97
DEL-12384,Civil & Structural,Engineering & Design,1587.35,915.25,825.08,57.7,94,68
DEL-12385,Piping & Layout,Engineering & Design,3250.36,1156.87,1174.35,35.6,51,49
